objectid,stationcode,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,fractionname,record_origin,origin_lastupdatedate,record_publish,total_n_mgl,total_n_mgl_rl,total_n_mgl_mdl,total_n_mgl_method,total_p_mgl,total_p_mgl_rl,total_p_mgl_mdl,total_p_mgl_method
421,405PS0011,2015-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.25,0.2,0.060000000000000005,calculated,0.192,0.00977,0.00085,reported
422,405PS0030,2015-07-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.5,0.42000000000000004,calculated,0.0,0.05,0.016,reported
423,405PS0030,2015-07-08T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.15000000000000002,0.04,partial,NA,NA,NA,NA
424,405PS0030,2015-07-08T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.0,0.5,0.42000000000000004,calculated,0.0,0.05,0.016,reported
425,407M01516,2015-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,15.0,0.3,0.07,reported,0.047,0.02,0.0028,reported
426,408M03005,2015-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.56,0.2,0.06,reported,0.028,0.01,0.0014,reported
427,408M03015,2015-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.97,0.2,0.06,reported,0.033,0.01,0.0014,reported
428,408M03019,2015-07-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,13.0,0.3,0.07,reported,0.2,0.01,0.0014,reported
429,408M03020,2016-07-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.54,0.2,0.060000000000000005,calculated,1.9,0.25,0.035,reported
430,408M03027,2016-06-29T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.2,0.2,0.06,reported,2.6,0.25,0.035,reported
431,408M03036,2016-06-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,100.0,1.1,0.15,reported,1.4,0.25,0.035,reported
432,408M03038,2017-04-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,5.0,0.2,0.091,reported,1.6,0.1,0.014,reported
433,408M03047,2017-05-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.9,0.2,0.091,reported,3.4,0.25,0.035,reported
434,408M03047,2017-05-30T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,6.8,0.2,0.091,reported,3.4,0.25,0.035,reported
435,408M03052,2017-05-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,46.0,1.1,0.46,reported,0.018,0.01,0.0014,reported
436,408M03115,2018-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.9,0.2,0.083,reported,0.58,0.1,0.014,reported
437,408M03116,2018-08-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,36.0,1.0,0.42,reported,0.045,0.05,0.007,reported
438,408M03119,2018-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.1,0.2,0.083,reported,1.8,0.1,0.014,reported
439,410M01628,2018-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.7,0.2,0.083,reported,0.18,0.01,0.0014,reported
440,801M12611,2015-07-01T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,801M12611,2015-07-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.8,0.2,0.060000000000000005,calculated,0.036,0.00977,0.00085,reported
442,801M12617,2015-04-30T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,801M12617,2015-04-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.87,0.2,0.060000000000000005,calculated,0.195,0.00977,0.00085,reported
444,801M12625,2015-07-01T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,801M12625,2015-07-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.56,0.2,0.060000000000000005,calculated,0.022,0.00977,0.00085,reported
446,801M12641,2016-05-19T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0.0022,partial
447,801M12641,2016-05-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.353,0.45,0.08,partial,0.043,0.02,0.016,reported
448,801M12641,2016-05-19T07:00:00Z,Grab,samplewater,1,2,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.0022,partial
449,801M12641,2016-05-19T07:00:00Z,Grab,samplewater,2,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0.0022,partial
450,801M12641,2016-05-19T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.413,0.45,0.08,partial,0.042,0.02,0.016,reported
451,801M12644,2016-04-28T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.0022,partial
452,801M12644,2016-04-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.379,0.45,0.08,partial,0.021,0.02,0.016,reported
453,801M12644,2016-04-28T07:00:00Z,Grab,samplewater,1,2,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.0022,partial
454,801M12649,2016-05-11T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.0022,partial
455,801M12649,2016-05-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.321,0.45,0.08,partial,0.088,0.02,0.016,reported
456,801M12649,2016-05-11T07:00:00Z,Grab,samplewater,1,2,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.0022,partial
457,801M12649,2016-05-11T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.05,0.02,partial,0.02,0.02,0.01,partial
458,801M16861,2015-04-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,9.2,0.2,0.11,reported,0.06,0.05,0.02,reported
459,801M16861,2015-04-15T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,9.2,0.2,0.11,reported,0.11,0.05,0.02,reported
460,801M16873,2015-04-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.2,0.11,reported,0.36,0.1,0.04,reported
461,801M16873,2015-04-15T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,801M16908,2016-05-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.2,0.0,reported,0.12,0.05,0.02,reported
463,801M16908,2016-05-24T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,10.6667,0.2,0.119,partial,NA,NA,NA,NA
464,801M16908,2016-05-24T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,12.0,0.2,0.0,reported,0.13,0.05,0.02,reported
465,801M16916,2016-05-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.6,0.2,0.0,reported,1.6,0.05,0.02,reported
466,801M16916,2016-05-25T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,5.716,0.21000000000000002,0.12359999999999999,partial,0.965,0.05,0.0028,partial
467,801M16932,2017-05-31T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.6,0.1,0.0,reported,0.12,0.05,0.04,reported
468,801M16932,2017-05-31T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.4,0.1,0.0,reported,0.12,0.05,0.04,reported
469,801M16949,2017-05-31T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.6,0.1,0.0,reported,0.1,0.05,0.04,reported
470,801M16973,2018-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.5,0.2,0.0,reported,0.21,0.05,0.04,reported
471,801M16973,2018-06-06T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,2.3,0.2,0.0,reported,0.19,0.05,0.04,reported
472,801M16976,2018-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.8,0.2,0.0,reported,1.6,0.5,0.43,reported
473,801MAG364,2009-06-16T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,6.0,0.4,0.19,reported,0.458,0.1,0.03,reported
474,801MAG364,2009-06-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.4812,0.1,0.062,partial,NA,NA,NA,NA
475,801MAG364,2010-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,5.8,0.4,0.4,reported,0.18,0.05,0.01,reported
476,802SJN851,2014-04-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.6,0.2,0.11,reported,0.09,0.05,0.01,reported
477,802SJN851,2014-04-10T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.525,0.2,0.13,partial,0.083,0.05,0.01,reported
597,907M23349,2018-05-09T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
478,802SJN851,2014-05-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.4,0.1,0.06,reported,0.048,0.05,0.0028,partial
479,802SJN851,2014-05-21T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.16899999999999998,0.30000000000000004,0.16899999999999998,partial,0.01,0.05,0.01,reported
480,901M14118,2015-04-30T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,901M14118,2015-04-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.5,0.2,0.060000000000000005,calculated,0.065,0.00977,0.00085,reported
482,901M14124,2015-06-23T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,901M14124,2015-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.7,0.2,0.060000000000000005,calculated,0.059,0.00977,0.00085,reported
484,901M14126,2016-05-17T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.418,0.01,0.0022,partial
485,901M14126,2016-05-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.18,0.05,0.02,partial,0.349,0.02,0.016,reported
486,901M14134,2016-04-25T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.158,0.01,0.0022,partial
487,901M14134,2016-04-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.617,0.25,0.05,partial,0.083,0.02,0.016,reported
488,902M18864,2015-05-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.8,0.4,0.4,reported,0.02,0.05,0.02,reported
489,902M18864,2015-05-06T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,902M18865,2016-05-05T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,5.2,0.2,0.06,reported,NA,NA,NA,NA
491,902M18893,2017-05-18T15:15:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.8,0.1,0.0,reported,NA,NA,NA,NA
492,902M18901,2018-05-01T15:45:00Z,Grab,samplewater,1,1,None,NA,NA,NA,2.9,0.2,0.0,reported,NA,NA,NA,NA
493,902M20161,2015-06-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,79.0,1.1,0.15,reported,0.11,0.01,0.00083,reported
494,902M20173,2016-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.2,0.06,reported,0.14,0.01,0.00083,reported
495,902M20173,2016-06-07T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,10.5,0.2,0.02,partial,0.138,0.01,0.00083,partial
496,902WE0888,2015-06-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.0,0.2,0.06,reported,0.086,0.01,0.00083,reported
497,902WE0888,2015-06-16T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,3.9539999999999997,0.2,0.060000000000000005,calculated,0.0872,0.01,0.00083,reported
498,902WE0888,2016-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.9,0.2,0.06,reported,0.0041,0.01,0.00083,reported
499,902WE0888,2016-06-06T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,2.67,0.1,0.01,partial,0.0089,0.01,0.00083,partial
500,902WE0888,2017-06-14T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
501,902WE0888,2017-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.1,0.2,0.091,reported,0.01,0.01,0.00083,reported
502,902WE0888,2017-06-14T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,7.13,0.1,0.041,partial,0.01,0.01,0.00083,reported
503,902WE0888,2018-05-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
504,902WE0888,2018-05-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.5,0.2,0.083,reported,0.0,0.02,0.012,reported
505,902WE0888,2018-05-17T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,2.2,0.2,0.083,partial,0.0,0.02,0.012,reported
506,903FRC,2014-04-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.01,0.2,0.060000000000000005,calculated,0.018,0.01,0.0014,reported
507,903FRC,2014-04-08T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.2,0.098,partial,NA,NA,NA,NA
508,903FRC,2014-05-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.072,0.2,0.060000000000000005,calculated,0.019,0.01,0.0014,reported
509,903M20124,2015-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,16.0,0.3,0.07,reported,0.081,0.01,0.00083,reported
510,903M20124,2015-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,15.0,0.6,0.1,reported,0.12,0.01,0.00083,reported
511,903M20124,2015-07-09T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,15.2,0.6,0.1,calculated,0.0635,0.01,0.00083,partial
512,903M20124,2015-07-09T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,15.0,0.6,0.1,reported,0.1,0.01,0.00083,reported
513,903M20124,2015-07-09T07:00:00Z,Grab,samplewater,2,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,0.107,0.01,0.00083,reported
514,903M20153,2015-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,23.0,0.6,0.1,reported,0.17,0.01,0.00083,reported
515,903M20153,2015-06-24T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,23.3,0.6,0.098,partial,NA,NA,NA,NA
516,903M20165,2016-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.4,0.2,0.06,reported,0.31,0.01,0.00083,reported
517,903M20165,2016-06-07T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.42,0.2,0.06,reported,0.36,0.01,0.00083,reported
518,903M20166,2016-05-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,46.0,0.6,0.1,reported,0.11,0.01,0.00083,reported
519,903M20166,2016-05-02T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,46.1,0.6,0.1,calculated,NA,NA,NA,NA
520,903M20177,2017-05-03T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
521,903M20177,2017-05-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.8,0.2,0.091,reported,0.017,0.01,0.00083,reported
522,903M20177,2017-05-03T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,2.49,0.1,0.041,partial,NA,NA,NA,NA
523,903M20177,2017-05-03T07:00:00Z,Grab,samplewater,2,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
524,903M20177,2017-05-03T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,2.8,0.2,0.091,reported,0.016,0.01,0.00083,reported
525,903M20177,2017-05-03T07:00:00Z,Grab,samplewater,2,2,Total,NA,NA,NA,0.308,0.1,0.05,partial,NA,NA,NA,NA
526,903M20208,2017-06-12T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
527,903M20208,2017-06-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,30.0,1.1,0.46,reported,0.1,0.01,0.00083,reported
528,903M20208,2017-06-12T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
529,903M20213,2017-06-12T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
530,903M20213,2017-06-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,9.8,0.2,0.091,reported,0.044,0.01,0.00083,reported
531,903M20213,2017-06-12T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,9.17,0.1,0.041,partial,0.0441,0.01,0.00083,partial
532,903M20214,2018-05-08T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
533,903M20214,2018-05-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.2,0.2,0.083,reported,0.26,0.02,0.012,reported
534,903M20214,2018-05-08T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
535,903M20214,2018-05-08T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,1.16,0.1,0.05,partial,NA,NA,NA,NA
536,903M20230,2018-05-08T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
537,903M20230,2018-05-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.74,0.2,0.083,reported,0.1,0.02,0.012,reported
538,903M20230,2018-05-08T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.2,0.083,partial,0.024,0.01,0.00083,partial
539,903M20230,2018-05-08T07:00:00Z,Grab,samplewater,2,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
540,903M20230,2018-05-08T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,1.5,0.2,0.083,reported,0.086,0.02,0.012,reported
541,903M20235,2018-06-12T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.095,0.1,0.048,partial,NA,NA,NA,NA
542,903M20235,2018-06-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.11,0.0,0.0,reported,0.21,0.02,0.012,reported
543,904M21713,2015-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,9.5,0.2,0.06,reported,0.078,0.01,0.00083,reported
544,904M21713,2015-06-22T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,9.504,0.2,0.058,partial,0.0775,0.01,0.00083,reported
545,904M21720,2015-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.3,0.2,0.06,reported,0.12,0.01,0.00083,reported
546,904M21729,2016-06-14T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,5.0,0.2,0.06,reported,NA,NA,NA,NA
547,904M21764,2018-04-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.78,0.2,0.083,reported,NA,NA,NA,NA
548,904WE1125,2015-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.9,0.2,0.06,reported,0.072,0.01,0.00083,reported
549,904WE1125,2016-06-14T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,5.1,0.2,0.06,reported,NA,NA,NA,NA
550,904WE1125,2016-06-14T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
551,904WE1125,2017-04-25T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,7.1,0.2,0.091,reported,NA,NA,NA,NA
552,904WE1125,2018-05-29T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,5.6,0.2,0.083,reported,NA,NA,NA,NA
553,904WE1125,2018-05-31T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,905BCC,2014-04-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.016,0.2,0.060000000000000005,calculated,0.016,0.01,0.0014,reported
555,905BCC,2014-05-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.17,0.2,0.060000000000000005,calculated,0.014,0.01,0.0014,reported
556,905BCC,2014-06-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.23,0.2,0.060000000000000005,calculated,0.018,0.01,0.0014,reported
557,905BCC,2014-06-12T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.241,0.2,0.060000000000000005,calculated,0.0179,0.01,0.0014,reported
558,905M21721,2015-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.5,0.2,0.06,reported,0.21,0.01,0.00083,reported
559,905M21725,2016-05-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.1,0.2,0.06,reported,NA,NA,NA,NA
560,905M21737,2016-05-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.96,0.2,0.06,reported,NA,NA,NA,NA
561,905M21737,2016-05-17T07:00:00Z,Grab,samplewater,2,1,None,NA,NA,NA,0.85,0.2,0.06,reported,NA,NA,NA,NA
562,905M21756,2017-05-04T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.6,0.2,0.091,reported,NA,NA,NA,NA
563,905PS0026,2016-05-05T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.65,0.2,0.06,reported,NA,NA,NA,NA
564,905PS0026,2017-05-04T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.38,0.2,0.091,reported,NA,NA,NA,NA
565,905PS0026,2018-04-10T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.48,0.2,0.083,reported,NA,NA,NA,NA
566,905WE1018,2015-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.35,0.2,0.06,reported,0.085,0.01,0.00083,reported
567,905WE1018,2015-06-09T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.325,0.2,0.098,partial,0.0854,0.01,0.00083,reported
568,906M21738,2017-05-16T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.49,0.2,0.091,reported,NA,NA,NA,NA
569,906M21754,2018-04-10T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.51,0.2,0.083,reported,NA,NA,NA,NA
570,906M21758,2017-05-11T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,4.7,0.2,0.091,reported,NA,NA,NA,NA
571,906M21770,2018-05-29T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.35,0.2,0.083,reported,NA,NA,NA,NA
572,906M21770,2018-05-31T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,906M23302,2015-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.55,0.2,0.06,reported,0.17,0.01,0.00083,reported
574,906M23302,2015-06-23T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.203,0.2,0.058,partial,0.167,0.01,0.00083,partial
575,906M23318,2015-04-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.64,0.2,0.06,reported,0.075,0.01,0.00083,reported
576,906M23318,2015-04-28T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.2,0.058,partial,NA,NA,NA,NA
577,907BCT,2014-04-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.267,0.2,0.060000000000000005,calculated,0.012,0.01,0.0014,reported
578,907BCT,2014-04-17T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.266,0.2,0.098,partial,0.0111,0.01,0.0014,reported
579,907BCT,2014-05-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.097,0.2,0.060000000000000005,calculated,0.01,0.01,0.0014,reported
580,907BCT,2014-05-14T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0889,0.2,0.098,partial,0.00648,0.002,0.00022,partial
581,907M23325,2015-04-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.9,0.2,0.06,reported,0.042,0.01,0.00083,reported
582,907M23325,2015-04-28T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.894,0.1,0.05,partial,0.0423,0.01,0.00083,reported
583,907M23327,2016-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.2,0.2,0.06,reported,0.021,0.01,0.00083,reported
584,907M23327,2016-06-08T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,1.87,0.1,0.01,partial,NA,NA,NA,NA
585,907M23330,2016-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.52,0.2,0.06,reported,0.0067,0.01,0.00083,reported
586,907M23331,2016-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.9,0.2,0.06,reported,0.11,0.01,0.00083,reported
587,907M23331,2016-06-08T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.425,0.1,0.05,partial,0.118,0.01,0.00083,partial
588,907M23342,2017-06-13T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
589,907M23342,2017-06-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.4,0.2,0.091,reported,0.3,0.01,0.00083,reported
590,907M23342,2017-06-13T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
591,907M23343,2017-06-27T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
592,907M23343,2017-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.6,0.2,0.091,reported,0.021,0.01,0.00083,reported
593,907M23343,2017-06-27T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,2.31,0.1,0.041,partial,0.0242,0.01,0.00083,partial
594,907M23346,2017-06-15T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
595,907M23346,2017-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.091,reported,0.0085,0.01,0.00083,reported
596,907M23348,2016-06-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.35,0.2,0.06,reported,NA,NA,NA,NA
598,907M23349,2018-05-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.86,0.2,0.083,reported,0.11,0.02,0.012,reported
599,907M23362,2017-05-09T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.2,0.091,reported,NA,NA,NA,NA
