objectid,stationcode,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,fractionname,record_origin,origin_lastupdatedate,record_publish,total_n_mgl,total_n_mgl_rl,total_n_mgl_mdl,total_n_mgl_method,total_p_mgl,total_p_mgl_rl,total_p_mgl_mdl,total_p_mgl_method
600,907M23367,2018-05-29T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
601,907M23367,2018-05-29T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.083,reported,0.0,0.02,0.012,reported
602,907M23367,2018-05-29T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
603,907M23367,2018-05-29T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.2,0.083,partial,0.014,0.02,0.012,reported
604,907M23373,2018-05-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.77,0.2,0.083,reported,NA,NA,NA,NA
605,907M23379,2018-05-30T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
606,907M23379,2018-05-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.0,0.0,reported,0.061,0.02,0.012,reported
607,907M23379,2018-05-30T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
608,909M24923,2015-05-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.7,0.2,0.06,reported,0.27,0.01,0.00083,reported
609,909M24923,2015-05-07T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,5.85,0.1,0.01,partial,0.277,0.01,0.00083,reported
610,909M24925,2016-05-10T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.59,0.2,0.06,reported,NA,NA,NA,NA
611,909M24937,2016-06-22T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.2,0.2,0.06,reported,NA,NA,NA,NA
612,909M24955,2018-04-11T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.1,0.2,0.083,reported,NA,NA,NA,NA
613,909WE0662,2015-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.6,0.2,0.06,reported,0.089,0.01,0.00083,reported
614,909WE0662,2015-06-22T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.488,0.1,0.05,partial,NA,NA,NA,NA
615,909WE0662,2016-05-10T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.44,0.2,0.06,reported,NA,NA,NA,NA
616,909WE0662,2017-05-05T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.33,0.2,0.091,reported,NA,NA,NA,NA
617,909WE0662,2018-06-14T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.2,0.083,reported,NA,NA,NA,NA
618,910M24924,2017-05-05T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.95,0.2,0.091,reported,NA,NA,NA,NA
619,911LAP,2014-04-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.128,0.2,0.060000000000000005,calculated,0.028,0.01,0.0014,reported
620,911LAP,2014-04-09T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0787,0.2,0.098,partial,0.0277,0.01,0.0014,reported
621,911M24913,2015-04-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.5,0.2,0.06,reported,0.13,0.01,0.00083,reported
622,911M24913,2015-04-23T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.035,0.1,0.01,partial,NA,NA,NA,NA
623,911M24916,2015-04-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.0,0.2,0.06,reported,0.038,0.01,0.00083,reported
624,911M24926,2016-03-23T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.61,0.2,0.06,reported,NA,NA,NA,NA
625,911M24934,2017-04-04T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.56,0.2,0.091,reported,NA,NA,NA,NA
626,911M24945,2017-04-04T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.2,0.091,reported,NA,NA,NA,NA
627,911M24949,2018-04-11T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,3.1,0.2,0.083,reported,NA,NA,NA,NA
628,911M24957,2018-05-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.63,0.2,0.083,reported,NA,NA,NA,NA
629,AWTFBLD,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,AWTFBLD,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.4144999999999999,0.2,0.15000000000000002,partial,0.059,0.1,0.05,reported
631,AWTFGRB,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0899999999999999,0.2,0.15000000000000002,partial,NA,NA,NA,NA
632,AWTFRECY,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,0.49,0.1,0.1,partial,NA,NA,NA,NA
633,AWTFRECY,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0335,0.1,0.05,partial,NA,NA,NA,NA
634,BC-T-CUL,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
635,CC,2009-12-11T08:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.7062,0.6000000000000001,0.316,partial,0.699,0.05,0.01,reported
636,CC,2009-12-11T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.6308,0.2,0.13,partial,NA,NA,NA,NA
637,CC1FFF,2009-12-07T08:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.9307668,0.5,0.249,partial,0.684,0.1,0.03,reported
638,CC1FFF,2009-12-07T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.8116,0.1,0.063,partial,NA,NA,NA,NA
639,CC2FFF,2009-12-07T08:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.1986402,0.5,0.249,partial,0.824,0.1,0.03,reported
640,CC2FFF,2009-12-07T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0295,0.1,0.063,partial,NA,NA,NA,NA
641,CC3FFF,2009-12-07T08:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,3.263227,0.6000000000000001,0.316,partial,1.24,0.1,0.03,reported
642,CC3FFF,2009-12-07T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.9194,0.2,0.13,partial,NA,NA,NA,NA
643,CC5,2009-12-13T08:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,2.7321999999999997,0.9,0.497,partial,0.831,0.05,0.01,reported
644,CC5,2009-12-13T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.5088,0.4,0.25,partial,NA,NA,NA,NA
645,CC6,2009-12-13T08:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.3420975000000002,0.9,0.497,partial,0.407,0.05,0.01,reported
646,CC6,2009-12-13T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.052,0.4,0.25,partial,NA,NA,NA,NA
647,CC7,2009-12-13T08:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.1936108,0.9,0.497,partial,0.269,0.05,0.01,reported
648,CC7,2009-12-13T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0632,0.4,0.25,partial,NA,NA,NA,NA
649,CC8,2009-12-13T08:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.8149214,0.7,0.377,partial,0.134,0.05,0.01,reported
650,CC8,2009-12-13T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.6364,0.2,0.13,partial,NA,NA,NA,NA
651,CC9,2009-12-15T08:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.9516401,0.6000000000000001,0.316,partial,0.134,0.05,0.01,reported
652,CC9,2009-12-15T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.758,0.2,0.13,partial,NA,NA,NA,NA
653,FBLANK,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.1,partial,NA,NA,NA,NA
654,FBLANK,2014-07-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.022,0.2,0.060000000000000005,calculated,0.0029,0.01,0.0014,reported
655,FBLANK,2014-07-10T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,0.0,0.01,0.0014,reported
656,FBLANK,2015-05-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.11,reported,0.0,0.05,0.02,reported
657,LALT500,2009-06-22T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,LALT500,2009-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,5.0,0.2,0.15000000000000002,partial,0.91,0.1,0.05,reported
659,LALT500,2010-07-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.02,0.30000000000000004,0.14,calculated,0.17,0.1,0.05,partial
660,LALT500,2011-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.8999999999999999,0.30000000000000004,0.14,calculated,0.16,0.1,0.05,reported
661,LALT501,2009-06-22T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,LALT501,2009-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.9000000000000001,0.2,0.15000000000000002,partial,0.07,0.1,0.05,reported
663,LALT501,2010-07-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.89,0.30000000000000004,0.14,calculated,0.1,0.1,0.05,partial
664,LALT501,2011-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.36,0.30000000000000004,0.14,calculated,0.24,0.1,0.05,reported
665,LALT502,2009-06-22T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,LALT502,2009-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.7,0.2,0.15000000000000002,partial,0.6,0.1,0.05,reported
667,LALT502,2010-07-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.26,0.30000000000000004,0.14,calculated,0.36,0.1,0.05,partial
668,LALT502,2011-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.51,0.30000000000000004,0.14,calculated,0.5,0.1,0.05,reported
669,LALT503,2010-07-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.30000000000000004,0.14,calculated,1.01,0.1,0.05,partial
670,LALT503,2011-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.62,0.30000000000000004,0.14,calculated,0.51,0.1,0.05,reported
671,LAREST2,2009-03-11T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,LAREST2,2009-03-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.15000000000000002,partial,0.19,0.1,0.05,reported
673,LAREST2,2009-05-14T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,LAREST2,2009-05-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.8,0.2,0.15000000000000002,partial,0.32,0.1,0.05,reported
675,LAREST2,2009-08-12T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,LAREST2,2009-08-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.3,0.2,0.15000000000000002,partial,0.12,0.1,0.05,reported
677,LAREST2,2010-02-03T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,10.209999999999999,0.30000000000000004,0.14,calculated,0.18,0.1,0.05,partial
678,LAREST2,2010-05-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,13.8,0.30000000000000004,0.14,calculated,0.11,0.1,0.05,partial
679,LAREST2,2010-08-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.2,0.14,0.12,calculated,0.08,0.1,0.05,partial
680,LB-R6,2009-06-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,2.5,4.0,2.0,reported,0.066,0.5,0.016,reported
681,LB-R6,2009-06-26T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,2.3000000000000003,4.0,2.0,reported,NA,NA,NA,NA
682,LB-R6,2010-07-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0,0.5,0.0,reported,0.18,0.1,0.0,reported
683,LB-R6,2011-07-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.6399999999999997,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
684,LB-R6,2012-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.934,0.2,0.12,calculated,0.078,0.05,0.016,reported
685,LB-R6,2012-06-27T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.51,0.11,0.03,partial,0.076,0.05,0.016,reported
686,LB-R7,2009-06-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,4.0,2.0,reported,0.043,0.5,0.016,reported
687,LB-R7,2009-06-26T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,LB-R7,2010-07-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.5,0.0,reported,0.0,0.1,0.0,reported
689,LB-R7,2011-07-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.7999999999999999,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
690,LB-R7,2012-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.447,0.2,0.12,calculated,0.053,0.05,0.016,reported
691,LB-R7,2012-06-27T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,LB-R8,2009-06-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,4.0,2.0,reported,0.046,0.5,0.016,reported
693,LB-R8,2010-07-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.48,0.5,0.0,reported,0.0,0.1,0.0,reported
694,LB-R8,2010-07-27T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,LB-R8,2011-07-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.8300000000000001,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
696,LB-R8,2011-07-22T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,LB-R8,2012-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.59,0.2,0.12,calculated,0.06,0.05,0.016,reported
698,LB-RA2,2009-06-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,5.9,4.0,2.0,reported,0.582,0.5,0.016,reported
699,LB-RA2,2009-06-26T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.25,0.03,0.03,partial,0.572,0.5,0.016,reported
700,LB-RA2,2010-07-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.9,0.5,0.0,reported,0.21,0.1,0.0,reported
701,LB-RA2,2011-07-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.859999999999999,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
702,LB-RA2,2011-07-22T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,1400.0,14.0,14.0,partial,0.11,0.01,0.01,partial
703,ME-CC,2010-07-12T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,11.11,0.2,0.081,partial,3.3000000000000003,0.1,0.0083,partial
704,ME-CC,2010-07-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.1,0.074,reported,3.4,0.1,0.0083,reported
705,ME-CC,2011-07-07T14:20:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.7,0.1,0.074,reported,2.5,0.5,0.07,reported
706,ME-CC,2012-06-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.8,0.2,0.084,reported,3.3,0.2,0.028,reported
707,ME-CC,2013-06-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.2,0.2,0.06,reported,2.7,0.2,0.028,reported
708,ME-CC,2014-05-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.4,0.2,0.06,reported,3.3,0.25,0.035,reported
709,ME-CC,2015-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.0,0.2,0.06,reported,3.0,0.25,0.035,reported
710,ME-CC,2016-07-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.69,0.2,0.060000000000000005,calculated,3.9,0.5,0.07,reported
711,ME-CC,2017-05-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.5,0.2,0.091,reported,3.2,0.25,0.035,reported
712,ME-CC,2018-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,14.0,0.4,0.17,reported,4.0,1.0,0.14,reported
713,ME-VR2,2010-07-07T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.35,0.2,0.081,partial,0.0069,0.002,0.00022,partial
714,ME-VR2,2010-07-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.53,0.1,0.074,reported,0.015,0.01,0.0014,reported
715,ME-VR2,2011-07-06T14:35:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.86,0.1,0.074,reported,0.01,0.01,0.0014,reported
716,ME-VR2,2012-06-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.32,0.2,0.084,reported,0.011,0.01,0.0014,reported
717,ME-VR2,2013-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.33,0.2,0.06,reported,0.041,0.01,0.0014,reported
718,ME-VR2,2014-05-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.49,0.2,0.06,reported,0.05,0.01,0.0014,reported
719,ME-VR2,2015-06-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.4,0.2,0.06,reported,0.015,0.01,0.0014,reported
720,ME-VR2,2016-07-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.48,0.2,0.06,reported,0.11,0.01,0.0014,reported
721,ME-VR2,2017-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.9,0.2,0.091,reported,0.027,0.01,0.0014,reported
722,ME-VR2,2018-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.4,0.2,0.083,reported,0.02,0.01,0.0014,reported
723,ME-VR2,2018-06-14T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.51,0.2,0.083,reported,0.024,0.01,0.0014,reported
724,MICRODI,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
725,MW-2,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,MW-4,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,R-4,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,R-4,1950-01-01T08:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.34,0.1,0.1,partial,NA,NA,NA,NA
729,REF-TCAS,2014-05-20T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
730,REF-TCAS,2014-06-05T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
731,REF-TCAS,2014-06-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.22,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
732,SGLT506,2009-06-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,2.8000000000000003,4.0,2.0,reported,0.13,0.05,0.016,reported
733,SGLT506,2009-06-17T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,2.8000000000000003,4.0,2.0,reported,0.129,0.05,0.016,reported
734,SGLT506,2010-07-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.1,0.5,0.0,reported,0.66,0.1,0.0,reported
735,SGLT506,2011-06-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.54,0.6000000000000001,0.52,calculated,0.11,0.1,0.1,reported
736,SGLT506,2012-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.6,0.2,0.12,calculated,0.117,0.05,0.016,reported
737,SGLT506,2014-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,5.19,0.5,0.42000000000000004,calculated,0.04,0.03,0.016,reported
738,SGLT506,2014-06-24T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.05,0.02,partial,NA,NA,NA,NA
739,SGLT506,2015-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.32,0.15000000000000002,0.04,partial,0.06,0.05,0.016,reported
740,SGLT507,2009-05-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,7.0,4.0,2.0,reported,1.064,0.05,0.016,reported
741,SGLT507,2010-05-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.27,0.5,0.0,reported,0.0,0.1,0.0,reported
742,SGLT507,2010-05-26T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,SGLT507,2011-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.9599999999999995,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
744,SGLT507,2012-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.733,0.2,0.12,calculated,0.095,0.05,0.016,reported
745,SGLT507,2014-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.19,0.5,0.42000000000000004,calculated,0.14,0.03,0.016,reported
746,SGLT507,2015-06-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.6,0.5,0.42000000000000004,calculated,0.29,0.05,0.016,reported
747,SGLT508,2009-05-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,4.4,4.0,2.0,reported,0.106,0.05,0.016,reported
748,SGLT508,2009-05-26T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,4.1,4.0,2.0,reported,0.118,0.05,0.016,reported
749,SGLT508,2010-05-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.2,0.5,0.0,reported,0.0,0.1,0.0,reported
750,SGLT508,2010-05-26T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.0,0.00999,0.00999,partial
751,SGLT508,2011-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.09,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
752,SGLT508,2012-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.2560000000000002,0.2,0.12,calculated,0.199,0.05,0.016,reported
753,SGLT508,2014-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.68,0.5,0.42000000000000004,calculated,0.1,0.03,0.016,reported
754,SGLT508,2015-06-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,5.58,0.5,0.42000000000000004,calculated,0.17,0.05,0.016,reported
755,SGUR010,2010-06-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.5,0.0,reported,0.3,0.5,0.0,reported
756,SGUR103,2010-07-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.56,0.5,0.0,reported,0.0,0.2,0.0,reported
757,SGUR103,2010-07-22T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.19,0.00999,0.00999,partial
758,SGUR103,2012-07-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.13,0.2,0.12,calculated,0.0,0.05,0.016,reported
759,SGUR103,2012-07-18T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.06,0.02,partial,NA,NA,NA,NA
760,SGUR103,2014-05-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.09,0.5,0.42000000000000004,calculated,0.02,0.03,0.016,reported
761,SGUR103,2014-05-15T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,SGUT501,2009-06-16T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,4.0,2.0,reported,0.016,0.05,0.016,reported
763,SGUT501,2010-07-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.84,0.5,0.0,reported,0.24,0.1,0.0,reported
764,SGUT501,2010-07-07T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.02999,0.02999,partial,NA,NA,NA,NA
765,SGUT501,2011-07-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.34,0.6000000000000001,0.52,calculated,0.11,0.1,0.1,reported
766,SGUT501,2012-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.319,0.2,0.12,calculated,0.079,0.05,0.016,reported
767,SGUT501,2012-06-19T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.06,0.02,partial,0.08,0.05,0.016,reported
768,SGUT501,2014-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.05,0.5,0.42000000000000004,calculated,0.04,0.03,0.016,reported
769,SGUT501,2015-07-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.423,0.5,0.42000000000000004,calculated,0.0,0.05,0.016,reported
770,SGUT502,2009-05-13T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,4.0,2.0,reported,0.0,0.05,0.016,reported
771,SGUT502,2010-05-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.4,0.5,0.0,reported,0.0,0.1,0.0,reported
772,SGUT502,2011-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.92,0.6000000000000001,0.52,calculated,0.0,0.1,0.1,reported
773,SGUT502,2012-06-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.28,0.2,0.12,calculated,0.031,0.05,0.016,reported
774,SGUT502,2014-07-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.06,0.5,0.42000000000000004,calculated,0.03,0.03,0.016,reported
